GCF_000012365.1	Burkholderia thailandensis E264	271848	2005-12-17	Complete Genome	6723972	67.5	5916	5662	100.0	0.06	86.18527858236173	1.376915390717567	490	5894				Terrestrial	6.723972		GCF_000012365.1	2	44	29	1	20	1	3	3	9	2	16	241	4	4	3	160	40	56	3	7	6	46	6	6	4	1	15	2	1	3	8	6	7	1	1	2	4	1	1	4	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	31	243	25	59	33	67	37	3	12	5	5	1	3	11	5	1	1	26	4	28	6	3	173	9	6	9	1	61	3	6	3	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	2	1	1	9	1	30	6	1	1	22	33	11	15	1	1	14	21	3	6	29	5	3	7	2	2	4	3	12	20	9	7	3	8	24	19	1	2	1	3	9	8	10	21	10	3	1	3	1	8	6	3	1	293	2	12	6	13	1	2	116	3	19	14	30	72	8	6	1	90	15	3	5	3	153	28	2	4	1	6	4	4	2	89	7	18	3	83	1	33	18	6	20	9	20	1	1	44	177	5	9	1	105	7	2	10	21	3	479
GCF_000012945.1	Burkholderia lata	482957	2005-10-24	Complete Genome	8676277	66.5	7876	7715	99.49	0.09	86.99711869503474	1.3638144969185169	924	7795				Terrestrial	8.676277		GCF_000012945.1	2	77	46	1	29	1	3	3	11	2	29	542	4	5	3	457	47	55	4	7	9	113	9	6	4	1	19	2	1	5	13	8	3	1	1	2	6	1	1	4	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	55	336	37	71	32	116	40	4	9	6	5	1	4	12	5	1	1	34	4	27	6	3	496	9	10	9	1	60	4	6	5	2	2	1	2	3	2	1	1	1	1	1	2	1	1	2	2	1	1	13	1	58	5	1	1	24	48	12	65	1	1	17	45	4	7	58	5	2	7	4	2	7	8	20	77	14	8	3	7	35	12	1	2	1	3	9	10	11	70	21	9	1	3	1	8	6	3	2	612	3	10	11	22	1	2	287	6	13	67	44	172	15	15	1	140	22	3	5	3	324	55	2	4	1	7	3	4	2	195	7	35	3	286	1	94	23	5	29	13	29	1	1	70	409	7	29	1	207	6	4	10	48	3	479
GCF_000013025.1	Hyphomonas neptunium ATCC 15444	228405	2006-09-19	Complete Genome	3705021	62.0	3565	3497	99.62	0.08	90.92040234049956	1.3394225330615983	236	3524				Aquatic	3.705021		GCF_000013025.1	4	19	25	1	18	1	3	3	6	3	15	127	5	4	5	81	27	53	3	6	9	39	7	4	4	1	13	1	1	4	4	11	4	1	1	2	3	1	1	3	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	30	147	20	50	29	36	13	2	6	3	4	1	3	14	5	1	2	22	3	18	4	3	90	7	2	8	3	57	3	5	5	2	1	1	1	4	2	1	1	1	2	1	2	1	1	1	1	1	1	7	2	32	2	1	1	12	6	10	18	1	1	10	16	3	5	23	4	3	6	4	2	4	2	4	14	8	1	2	6	21	13	1	2	1	2	4	4	8	11	4	4	1	5	1	8	6	3	2	166	3	4	6	6	1	1	77	4	13	16	16	55	2	4	1	33	12	3	5	3	62	18	3	3	1	4	2	4	1	21	5	4	5	76	1	37	14	4	16	8	19	1	1	9	65	5	6	1	25	2	1	4	21	2	598
GCF_000013145.1	Ehrlichia chaffeensis str. Arkansas	205920	2006-02-22	Complete Genome	1176248	30.0	974	914	99.46	0.25	77.99775217471145	1.3275987224157957	28	935				Mammals: Human	1.176248		GCF_000013145.1	3	5	13	1	6	1	3	3	4	3	6	32	4	3	3	3	20	50	3	5	1	6	6	4	2	1	10	1	1	1	5	5	0	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	0	1	1	10	77	17	25	27	13	1	1	4	1	4	1	3	13	3	1	2	14	1	11	5	4	7	6	3	7	1	54	3	5	3	1	1	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	0	5	2	14	1	1	1	6	1	6	1	1	1	2	4	1	2	11	3	2	0	3	0	3	0	4	8	2	1	2	5	0	6	3	1	0	0	3	2	4	5	4	2	1	4	1	7	6	2	2	45	3	7	0	1	1	1	10	3	3	2	0	8	1	2	1	21	1	3	5	3	10	5	1	2	1	2	2	3	1	9	4	3	4	31	1	6	1	3	7	3	7	1	1	3	13	1	2	1	9	2	0	1	8	1	406
GCF_000014025.1	Aliarcobacter butzleri RM4018	367737	2007-09-28	Complete Genome	2341251	27.0	2345	2263	99.67	0.35	93.34103861568023	1.3082695933711364	148	2280				Mammals: Human	2.341251		GCF_000014025.1	3	42	17	1	18	1	3	3	9	2	15	120	4	3	2	35	29	50	3	5	6	19	7	4	2	1	15	1	1	2	7	6	1	1	1	1	2	1	1	3	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	24	158	29	42	29	45	10	1	5	1	4	1	2	14	3	1	1	16	3	13	3	3	55	5	5	7	3	54	3	4	2	2	1	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	1	8	2	25	4	1	1	9	48	9	3	1	1	7	13	2	3	17	4	3	8	3	1	6	2	10	22	8	3	3	5	13	9	2	2	1	2	5	6	9	9	8	7	1	4	1	7	6	3	1	178	1	6	4	5	1	1	43	3	8	8	15	29	5	4	1	53	8	3	5	3	45	17	2	2	1	6	1	3	1	35	4	4	4	108	1	8	5	3	11	8	20	1	1	19	77	1	4	1	32	1	1	3	22	2	406
GCF_000014425.1	Lactobacillus gasseri ATCC 33323 = JCM 1131	324831	2006-10-13	Complete Genome	1894360	35.5	1884	1744	99.5	0.27	89.85514896851707	1.33611792604082	127	1794				Mammals: Human	1.89436		GCF_000014425.1	2	5	25	1	16	1	3	3	7	3	17	118	8	4	4	45	28	54	3	5	3	5	8	8	4	1	15	2	1	1	12	6	3	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	7	164	18	39	32	36	23	2	12	3	1	2	5	19	5	1	1	26	3	20	7	2	53	7	4	5	2	59	3	5	4	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	5	2	31	2	1	1	1	4	8	15	1	1	3	8	2	4	19	3	1	7	4	3	5	4	6	3	3	4	1	2	17	7	2	2	1	2	3	4	7	8	2	2	1	2	1	8	6	4	2	133	3	0	11	16	1	1	23	3	8	18	15	42	1	1	1	61	2	3	5	3	38	6	2	3	1	4	1	6	1	57	5	10	2	53	1	4	7	3	6	9	2	1	1	22	55	3	4	1	56	1	4	3	8	2	406
GCF_000014445.1	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	203120	2006-10-13	Complete Genome	2075763	37.5	2101	1994	98.56	0.19	88.65173914363056	1.3250099042588313	139	2027				Food production	2.075763		GCF_000014445.1	2	10	22	1	16	1	3	3	6	3	16	113	8	6	6	50	30	53	3	4	4	12	9	7	4	1	13	2	1	0	7	8	0	1	1	3	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	10	178	18	42	31	34	21	2	8	4	3	2	4	19	6	1	1	22	3	13	7	2	58	9	4	4	2	59	3	4	3	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	3	2	26	3	1	1	10	10	5	14	1	1	8	8	3	2	25	4	6	8	4	4	2	3	7	2	8	5	2	9	16	6	2	2	1	2	4	3	6	9	2	5	1	3	1	8	6	3	2	163	1	4	9	12	1	1	35	4	5	17	14	33	3	3	1	68	1	3	5	3	53	20	2	2	1	7	1	7	1	81	5	9	3	52	1	6	6	2	10	9	2	1	1	20	73	4	4	1	78	1	3	4	10	3	103
GCF_000014785.1	Alkalilimnicola ehrlichii MLHE-1	187272	2006-09-12	Complete Genome	3275944	67.5	2965	2887	98.89	2.51	90.54791534898033	1.4078714906985077	156	2919				Aquatic	3.275944		GCF_000014785.1	2	19	22	1	14	1	3	3	7	3	14	86	7	4	5	31	36	53	3	5	5	24	7	5	4	1	19	2	1	3	6	7	6	1	1	2	3	1	1	4	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	24	171	25	48	30	33	13	3	9	2	3	1	2	13	5	1	1	26	3	20	5	3	67	11	6	9	2	58	3	5	5	2	1	1	1	4	2	1	1	1	2	1	2	1	1	1	1	1	1	9	1	20	3	1	1	19	8	11	4	1	1	7	17	2	4	14	5	1	6	3	2	3	3	8	16	10	2	3	7	17	12	3	2	1	2	6	6	7	8	9	3	1	4	1	8	6	3	2	141	2	9	3	6	1	2	26	6	13	7	11	28	3	3	1	45	7	3	5	3	41	13	4	3	1	10	2	4	1	31	5	9	3	49	1	14	8	6	16	6	23	1	1	16	54	3	4	1	31	1	1	2	17	1	598
GCF_000015445.1	Bartonella bacilliformis KC583	360095	2007-01-04	Complete Genome	1445021	38.0	1270	1166	95.16	1.5	81.64718713430462	1.359199606959382	54	1221				Mammals: Human	1.445021		GCF_000015445.1	4	14	19	1	9	1	3	3	5	2	10	53	6	3	4	9	35	70	3	7	5	7	7	5	4	1	11	1	1	1	4	6	0	1	1	2	3	1	1	3	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	9	114	18	34	36	26	6	1	5	1	4	1	3	15	5	1	1	19	3	17	5	3	21	8	8	7	2	74	3	7	4	1	1	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	2	6	1	21	1	1	1	12	3	7	1	1	1	3	10	5	2	15	4	3	4	5	1	4	2	8	7	3	1	2	5	15	9	1	2	1	2	3	3	5	6	5	1	1	3	1	11	9	4	2	77	3	7	1	1	1	1	7	3	7	3	2	17	2	2	1	32	2	5	6	3	14	5	2	2	1	7	2	4	1	36	4	11	3	42	1	8	3	3	8	15	9	1	1	10	28	3	4	1	32	1	1	1	18	1	406
GCF_000015585.1	Halorhodospira halophila SL1	349124	2007-01-10	Complete Genome	2678452	68.0	2523	2438	93.55	1.05	92.2896882228989	1.4002999770475828	121	2478				Aquatic	2.678452		GCF_000015585.1	2	16	26	1	13	1	3	3	7	3	17	96	7	6	4	27	34	54	3	5	3	34	9	6	4	1	15	2	1	2	8	7	4	2	1	2	2	1	1	4	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	24	189	31	50	31	54	17	1	9	2	4	1	2	15	4	1	1	27	4	21	5	3	56	10	7	9	2	58	3	5	4	2	1	1	1	4	2	1	1	1	2	1	2	1	1	1	1	1	1	9	1	31	3	2	1	14	25	10	4	1	1	10	24	3	5	23	9	4	9	4	2	5	3	13	33	6	2	2	6	23	15	3	2	1	3	6	6	7	9	8	5	1	4	1	8	6	3	2	179	2	11	6	12	1	2	39	4	10	11	10	41	3	5	1	53	7	3	5	3	42	15	3	3	1	7	2	4	2	35	4	12	3	99	1	16	7	7	15	10	22	1	1	9	52	3	7	1	37	2	1	5	27	1	598
GCF_000016545.1	Caldicellulosiruptor saccharolyticus DSM 8903	351627	2007-04-19	Complete Genome	2970275	35.5	2934	2749	99.68	0.1	88.92055449411251	1.3265309823750675	167	2882				Aquatic	2.970275		GCF_000016545.1	5	28	16	1	11	1	3	3	4	3	10	109	5	3	3	56	28	51	3	5	1	33	6	5	2	1	14	2	1	6	6	6	6	1	1	2	8	1	1	5	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	8	188	24	43	30	28	35	1	8	1	4	1	4	13	7	1	1	15	3	15	4	4	51	7	4	10	3	57	3	5	3	2	1	1	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	18	3	1	1	5	25	8	5	1	1	5	11	2	6	17	3	1	5	2	2	5	2	6	7	6	7	2	8	16	9	2	2	1	2	5	3	6	8	4	1	1	4	1	7	6	3	2	97	2	1	4	2	1	1	22	3	10	4	17	35	9	3	1	60	8	3	5	3	26	13	2	2	1	8	2	5	1	73	5	3	4	61	1	10	3	4	8	6	28	1	1	30	56	1	1	1	73	1	1	0	24	1	598
GCF_000016645.1	Flavobacterium johnsoniae UW101	376686	2007-05-01	Complete Genome	6096872	34.0	5249	5138	99.38	0.16	87.96140053456921	1.3196754511331776	435	5197				Terrestrial	6.096872		GCF_000016645.1	2	43	22	1	12	1	2	3	5	3	22	201	6	5	5	93	29	53	3	4	5	29	9	3	4	1	15	2	1	2	6	6	12	1	1	2	4	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	18	183	20	49	32	34	65	4	9	4	5	1	3	18	7	1	1	25	4	20	3	3	105	8	6	8	2	57	3	4	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	4	2	34	5	1	1	18	19	7	24	1	1	7	12	4	13	34	3	2	4	6	2	4	2	5	8	11	3	3	5	13	8	2	2	1	2	8	3	6	11	3	1	1	2	1	8	6	3	2	203	3	4	5	3	1	1	67	5	13	28	28	64	7	5	1	53	24	3	5	2	107	19	1	4	1	7	2	3	1	29	5	2	2	73	1	13	12	3	12	5	21	1	1	11	99	4	3	1	30	1	1	9	19	2	479
GCF_000016845.1	Brucella ovis ATCC 25840	444178	2007-05-30	Complete Genome	3275590	57.0	3230	2840	93.72	0.81	87.76174673875546	1.3565421569813936	211	3214				Mammals	3.27559		GCF_000016845.1	6	23	39	1	17	1	3	3	5	2	18	155	6	5	4	95	33	55	3	5	5	48	10	5	4	1	16	1	1	2	5	7	2	1	1	2	1	1	1	3	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	22	203	25	46	30	68	24	2	6	4	4	1	3	18	5	1	2	23	3	18	4	3	97	8	7	7	2	58	3	5	5	2	2	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	1	9	2	29	5	1	1	14	12	12	13	1	1	11	22	5	7	21	4	5	3	7	1	6	2	10	18	10	5	2	4	19	9	1	2	1	2	3	3	5	12	4	3	1	3	1	8	6	4	2	214	3	8	4	6	1	1	58	4	13	15	14	54	10	3	1	89	4	3	5	3	74	17	2	4	1	6	2	4	1	149	6	22	3	119	1	29	8	6	18	13	18	1	1	35	111	5	8	1	149	3	1	4	28	2	198
GCF_000017245.1	Actinobacillus succinogenes 130Z	339671	2007-07-05	Complete Genome	2319663	45.0	2218	2103	99.6	0.25	88.77634380511307	1.345665849709346	153	2141				Mammals	2.319663		GCF_000017245.1	2	4	17	1	20	1	3	3	9	3	17	89	5	4	3	44	38	53	3	6	7	16	7	4	4	1	14	2	1	2	3	7	3	1	1	2	4	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	18	152	21	62	30	45	30	2	8	5	3	1	2	13	7	1	1	25	3	21	5	3	60	11	10	9	2	56	3	5	4	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	9	2	21	4	1	1	9	2	8	5	1	1	7	8	5	5	20	4	3	6	3	3	4	3	6	17	6	5	4	6	18	6	2	2	1	2	2	5	9	13	5	5	1	3	1	8	6	4	2	147	2	8	7	8	1	2	26	2	7	5	5	28	5	2	1	25	4	3	5	3	47	11	3	3	1	7	2	4	1	27	4	15	3	39	1	12	11	6	13	7	18	1	1	9	52	4	2	1	29	3	1	2	8	1	198
GCF_000017685.1	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	456481	2008-02-13	Complete Genome	3951448	39.0	3727	3661	92.2	2.72	92.94316918759908	1.3304659592567425	256	3691				Aquatic	3.951448		GCF_000017685.1	3	40	36	1	21	1	3	3	8	3	16	149	7	3	6	68	34	51	3	4	6	28	5	5	3	1	13	2	1	1	7	14	5	1	1	2	5	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	0	84	199	23	43	29	39	14	1	7	1	4	1	3	13	4	1	1	20	3	14	3	3	96	7	5	7	4	56	3	4	3	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	7	5	37	3	1	0	7	53	8	9	1	1	6	31	6	6	23	4	5	9	3	3	8	4	13	22	14	2	3	6	21	8	2	2	1	2	5	4	8	13	10	4	1	4	1	8	6	2	2	191	2	4	6	8	1	1	79	2	11	20	34	70	6	5	0	72	13	3	5	3	63	18	1	2	1	3	1	3	1	47	5	9	4	160	0	24	10	5	15	11	17	1	1	9	102	4	7	1	49	2	1	5	43	2	598
